burlig_trt,burlig_trt_take,baseline_employees,baseline_wages,baseline_sales,baseline_owner_female,endline_wages,endline_employees,endline_sales,endline_owner_female
0,0,34.71878,35000,2.00e+07,0,1146001,34.71878,2.00e+07,0
0,0,33.53583,19703,1.99e+07,0,1092850,33.53583,1.99e+07,0
0,0,23.30656,478591,1.98e+07,1,1224401,23.30656,1.99e+07,1
0,0,37.91804,35000,1.90e+07,0,1248377,37.91804,1.89e+07,0
0,0,24.53183,259861,1.96e+07,0,1044880,24.53183,1.97e+07,0
0,0,33.24834,35000,1.93e+07,0,1098947,33.24834,1.93e+07,0
0,0,29.79858,35000,1.95e+07,0,988554.7,29.79858,1.96e+07,0
0,0,26.51331,35000,1.91e+07,1,883426,26.51331,1.92e+07,1
0,0,29.64183,98442,1.97e+07,0,1046981,29.64183,1.97e+07,0
0,0,35.70515,254043,1.93e+07,0,1396608,35.70515,1.93e+07,0
0,0,27.34081,35000,1.95e+07,0,909906,27.34081,1.95e+07,0
0,0,32.43786,91856,1.93e+07,0,1129868,32.43786,1.93e+07,0
0,0,25.70815,161347,2.02e+07,0,984007.8,25.70815,2.03e+07,0
0,0,22.80012,160443,1.96e+07,0,890046.8,22.80012,1.95e+07,0
0,0,30.18034,35000,1.90e+07,1,1000771,30.18034,1.91e+07,1
0,0,33.18573,204580,1.94e+07,0,1266524,33.18573,1.93e+07,0
0,0,25.85449,181368,1.98e+07,0,1008712,25.85449,1.97e+07,0
0,0,30.85993,248378,1.89e+07,0,1235896,30.85993,1.91e+07,0
0,0,32.45493,35000,1.95e+07,1,1073558,32.45493,1.95e+07,1
0,0,30.45737,35000,1.96e+07,0,1009636,30.45737,1.96e+07,0
0,0,31.91226,63838,1.94e+07,1,1085030,31.91226,1.94e+07,1
0,0,38.3704,35000,1.95e+07,1,1262853,38.3704,1.95e+07,1
0,0,18.08298,35000,1.91e+07,0,613655.4,18.08298,1.93e+07,0
0,0,20.26808,81348,1.92e+07,0,729926.7,20.26808,1.91e+07,0
0,0,36.43439,75893,1.98e+07,0,1241794,36.43439,1.98e+07,0
0,0,26.48492,255881,1.99e+07,0,1103398,26.48492,1.99e+07,0
0,0,22.83762,275336,1.98e+07,1,1006140,22.83762,1.99e+07,1
0,0,31.21543,35000,1.94e+07,0,1033894,31.21543,1.94e+07,0
0,0,28.57148,64998,1.96e+07,1,979285.3,28.57148,1.96e+07,1
0,0,23.27818,35000,1.89e+07,0,779901.9,23.27818,1.89e+07,0
0,0,29.51098,35000,2.00e+07,1,979351.3,29.51098,2.00e+07,1
0,0,34.03666,35000,1.95e+07,0,1124173,34.03666,1.95e+07,0
0,0,30.60375,42100,1.92e+07,1,1021420,30.60375,1.91e+07,1
0,0,30.85008,37077,1.99e+07,0,1024280,30.85008,1.99e+07,0
0,0,36.05615,37394,1.93e+07,0,1191191,36.05615,1.92e+07,0
0,0,20.30447,37860,1.98e+07,1,687603.1,20.30447,1.99e+07,1
0,0,37.83585,35000,1.97e+07,0,1245747,37.83585,1.97e+07,0
0,0,45.41264,85861,1.94e+07,0,1539066,45.41264,1.95e+07,0
0,0,31.54715,35000,1.92e+07,0,1044509,31.54715,1.93e+07,0
0,0,33.01551,35000,1.94e+07,0,1091496,33.01551,1.94e+07,0
0,0,29.0168,35000,2.00e+07,0,963537.6,29.0168,2.00e+07,0
0,0,28.48636,127061,1.97e+07,0,1038625,28.48636,1.96e+07,0
0,0,27.39408,35000,1.96e+07,0,911610.6,27.39408,1.96e+07,0
0,0,23.29395,35000,1.94e+07,0,780406.3,23.29395,1.95e+07,0
0,0,40.66013,35000,1.94e+07,1,1336124,40.66013,1.94e+07,1
0,0,27.93339,35000,1.97e+07,0,928868.5,27.93339,1.96e+07,0
0,0,20.75612,99510,1.90e+07,1,763705.9,20.75612,1.90e+07,1
0,0,26.53235,35000,1.92e+07,0,884035.1,26.53235,1.93e+07,0
0,0,25.2728,35000,1.95e+07,0,843729.6,25.2728,1.95e+07,0
0,0,27.00091,69054,1.95e+07,0,933083,27.00091,1.94e+07,0
0,0,35.48959,35000,1.93e+07,1,1170667,35.48959,1.93e+07,1
0,0,27.90232,35000,1.98e+07,1,927874.1,27.90232,1.98e+07,1
0,0,24.09299,101865,1.98e+07,0,872840.5,24.09299,1.97e+07,0
0,0,31.83702,35000,1.95e+07,1,1053785,31.83702,1.96e+07,1
0,0,31.24797,35000,1.96e+07,0,1034935,31.24797,1.97e+07,0
0,0,27.51507,35000,1.92e+07,0,915482.1,27.51507,1.92e+07,0
0,0,37.52245,224219,1.91e+07,0,1424937,37.52245,1.90e+07,0
0,0,22.15768,127434,1.96e+07,0,836479.9,22.15768,1.96e+07,0
0,0,30.55568,113119,1.99e+07,0,1090901,30.55568,1.99e+07,0
0,0,28.24214,35000,1.99e+07,1,938748.5,28.24214,1.98e+07,1
0,0,40.08475,320985,1.94e+07,1,1603697,40.08475,1.94e+07,1
0,0,30.25426,35000,1.94e+07,0,1003137,30.25426,1.94e+07,0
0,0,29.38003,131784,2.02e+07,0,1071945,29.38003,2.02e+07,0
0,0,25.49014,35000,1.94e+07,0,850684.4,25.49014,1.93e+07,0
0,0,24.86188,150942,1.96e+07,0,946522.3,24.86188,1.97e+07,0
0,0,31.56412,273988,1.95e+07,1,1284040,31.56412,1.95e+07,1
0,0,35.96325,35000,1.95e+07,0,1185824,35.96325,1.96e+07,0
0,0,22.10247,62445,1.96e+07,0,769724.1,22.10247,1.98e+07,0
0,0,26.38745,211380,2.01e+07,0,1055778,26.38745,2.01e+07,0
0,0,32.03362,35000,1.91e+07,1,1060076,32.03362,1.92e+07,1
0,0,37.10652,65433,1.92e+07,1,1252842,37.10652,1.93e+07,1
0,0,35.03817,35000,1.94e+07,0,1156222,35.03817,1.95e+07,0
1,1,26.2322,192688,2.00e+07,0,1096119,28.2322,2.00e+07,0
1,1,26.35927,94187,1.95e+07,0,1001684,28.35927,1.95e+07,0
1,1,27.11687,110732,1.98e+07,0,1042472,29.11687,1.98e+07,0
1,1,34.11835,35000,1.99e+07,0,1190787,36.11835,1.99e+07,0
1,1,35.10724,30461,1.95e+07,0,1217893,37.10724,1.94e+07,0
1,1,24.24913,141764,1.90e+07,0,981736.1,26.24913,1.89e+07,0
1,1,32.59935,143975,1.92e+07,0,1251154,34.59935,1.92e+07,0
1,1,31.91292,414814,1.98e+07,0,1500027,33.91292,1.98e+07,0
1,0,40.00362,35000,1.93e+07,0,1315116,40.00362,1.93e+07,0
1,1,19.59576,21104,1.94e+07,1,712168.2,21.59576,1.94e+07,1
1,1,26.23583,35000,1.92e+07,0,938546.6,28.23583,1.92e+07,0
1,1,34.94032,479156,1.95e+07,0,1661246,36.94032,1.95e+07,0
1,0,23.21487,63136,1.96e+07,0,806011.8,23.21487,1.97e+07,0
1,1,34.61452,35000,1.96e+07,0,1206665,36.61452,1.96e+07,0
1,1,29.06346,124808,1.99e+07,0,1118839,31.06346,1.98e+07,0
1,1,25.79471,100311,1.95e+07,0,989741.9,27.79471,1.95e+07,0
1,0,34.10202,35000,1.90e+07,0,1126265,34.10202,1.90e+07,0
1,0,27.72112,35000,2.02e+07,0,922075.9,27.72112,2.02e+07,0
1,0,29.67568,121836,1.98e+07,0,1071458,29.67568,1.97e+07,0
1,0,32.92995,35000,1.99e+07,0,1088759,32.92995,1.99e+07,0
1,0,32.27804,289272,1.95e+07,0,1322169,32.27804,1.94e+07,0
1,1,34.96297,64146,1.96e+07,1,1246961,36.96297,1.96e+07,1
1,1,26.1307,35000,1.94e+07,0,935182.4,28.1307,1.93e+07,0
1,0,28.3338,155960,1.90e+07,1,1062642,28.3338,1.90e+07,1
1,1,25.35765,365271,1.91e+07,1,1240716,27.35765,1.91e+07,1
1,1,29.50877,35000,1.89e+07,0,1043281,31.50877,1.90e+07,0
1,1,31.50959,147189,1.90e+07,1,1219496,33.50959,1.91e+07,1
1,1,35.63722,132235,1.91e+07,1,1336626,37.63722,1.91e+07,1
1,1,32.92691,35000,1.92e+07,0,1152661,34.92691,1.92e+07,0
1,1,30.21308,55815,1.92e+07,0,1086634,32.21308,1.92e+07,0
1,1,28.24785,42192,1.99e+07,0,1010123,30.24785,1.99e+07,0
1,1,25.78735,35000,1.94e+07,0,924195.3,27.78735,1.94e+07,0
1,1,27.74504,112358,1.97e+07,0,1064199,29.74504,1.98e+07,0
1,1,20.71627,38793,1.94e+07,1,765713.6,22.71627,1.93e+07,1
1,1,31.54768,106030,1.91e+07,1,1179556,33.54768,1.91e+07,1
1,1,32.08457,34930,1.94e+07,0,1125636,34.08457,1.95e+07,0
1,0,38.69794,29334,1.89e+07,0,1267668,38.69794,1.89e+07,0
1,0,34.81499,35000,1.95e+07,0,1149080,34.81499,1.94e+07,0
1,1,30.15244,65995,1.92e+07,0,1094873,32.15244,1.93e+07,0
1,1,31.61909,35000,1.97e+07,0,1110811,33.61909,1.97e+07,0
1,1,26.49014,30499,1.95e+07,0,942183.4,28.49014,1.96e+07,0
1,1,24.96184,35000,1.97e+07,0,897778.9,26.96184,1.97e+07,0
1,1,34.64526,105827,1.91e+07,0,1278476,36.64526,1.91e+07,0
1,0,28.62226,147389,1.89e+07,1,1063302,28.62226,1.90e+07,1
1,1,27.14805,82625,1.96e+07,0,1015363,29.14805,1.96e+07,0
1,0,21.95692,150077,1.91e+07,0,852698.3,21.95692,1.90e+07,0
1,1,32.26363,35000,1.96e+07,1,1131436,34.26363,1.96e+07,1
1,1,30.73473,35000,1.93e+07,0,1082512,32.73473,1.93e+07,0
1,0,32.16982,35000,1.98e+07,1,1064434,32.16982,1.98e+07,1
1,1,22.58162,35000,1.95e+07,0,821612,24.58162,1.95e+07,0
1,1,30.51011,176338,1.94e+07,1,1216662,32.51011,1.94e+07,1
1,0,27.1395,35000,1.97e+07,1,903464.1,27.1395,1.97e+07,1
1,1,34.63488,130210,1.92e+07,0,1302526,36.63488,1.93e+07,0
1,1,28.70698,35000,1.96e+07,0,1017623,30.70698,1.97e+07,0
1,0,39.34937,35000,1.95e+07,0,1294180,39.34937,1.96e+07,0
1,1,35.58186,214276,1.95e+07,0,1416896,37.58186,1.95e+07,0
1,0,34.54014,123270,1.97e+07,1,1228555,34.54014,1.96e+07,1
1,1,33.98058,35000,1.89e+07,1,1186378,35.98058,1.89e+07,1
1,1,24.21888,119694,1.89e+07,0,958698.2,26.21888,1.89e+07,0
1,0,28.60115,53007,1.96e+07,1,968243.8,28.60115,1.95e+07,1
1,0,17.57839,104055,1.95e+07,0,666563.4,17.57839,1.95e+07,0
1,1,32.06953,196922,2.01e+07,0,1287147,34.06953,2.02e+07,0
1,0,25.1513,35000,1.95e+07,0,839841.6,25.1513,1.94e+07,0
1,1,20.38189,36030,1.90e+07,0,752250.6,22.38189,1.91e+07,0
1,0,33.72531,23202,1.95e+07,0,1102412,33.72531,1.95e+07,0
1,1,22.84151,35000,1.92e+07,0,829928.4,24.84151,1.93e+07,0
1,0,28.29713,117533,1.91e+07,1,1023041,28.29713,1.91e+07,1
1,1,33.88795,35000,1.95e+07,0,1183414,35.88795,1.95e+07,0
1,0,29.22935,35000,1.95e+07,0,970339.1,29.22935,1.95e+07,0
1,0,33.40208,196417,1.99e+07,1,1265284,33.40208,1.98e+07,1
1,1,32.0744,35000,2.00e+07,1,1125381,34.0744,2.00e+07,1
1,1,30.34274,35000,1.92e+07,0,1069968,32.34274,1.91e+07,0
1,0,29.07338,35000,1.97e+07,1,965348.1,29.07338,1.97e+07,1
1,0,34.8408,71795,1.96e+07,1,1186701,34.8408,1.96e+07,1
1,0,35.44213,35000,1.95e+07,1,1169148,35.44213,1.95e+07,1
1,1,30.00191,186518,1.95e+07,1,1210579,32.00191,1.95e+07,1
1,1,34.81575,58193,1.91e+07,0,1236297,36.81575,1.90e+07,0
1,1,30.88761,35000,1.93e+07,1,1087404,32.88761,1.93e+07,1
1,1,34.7349,35000,1.93e+07,0,1210517,36.7349,1.93e+07,0
1,0,30.5213,246000,1.96e+07,0,1222682,30.5213,1.95e+07,0
1,1,26.71421,35000,1.93e+07,1,953854.6,28.71421,1.93e+07,1
1,1,32.92146,86051,1.94e+07,0,1203538,34.92146,1.94e+07,0
1,1,30.30318,260902,1.92e+07,0,1294604,32.30318,1.92e+07,0
1,1,32.66976,139242,1.90e+07,0,1248674,34.66976,1.89e+07,0
1,0,35.24004,21558,1.96e+07,0,1149239,35.24004,1.96e+07,0
1,1,29.74295,35000,2.01e+07,0,1050775,31.74295,2.01e+07,0
1,1,35.23613,35000,1.95e+07,0,1226556,37.23613,1.95e+07,0
1,1,24.6962,123148,1.99e+07,1,977426.5,26.6962,2.00e+07,1
1,1,26.18428,35000,1.90e+07,1,936897,28.18428,1.90e+07,1
1,1,29.72219,35000,1.94e+07,1,1050110,31.72219,1.94e+07,1
1,1,39.1714,23869,1.99e+07,0,1341354,41.1714,2.00e+07,0
1,0,25.82116,28141,1.93e+07,0,854418.1,25.82116,1.92e+07,0
1,0,31.81302,135295,1.96e+07,1,1153312,31.81302,1.96e+07,1
1,1,30.00148,213379,1.91e+07,0,1237426,32.00148,1.91e+07,0
1,1,27.75802,65004,1.89e+07,1,1017261,29.75802,1.89e+07,1
1,1,22.47895,33688,1.96e+07,0,817014.4,24.47895,1.96e+07,0
1,1,31.81405,35000,1.99e+07,0,1117050,33.81405,1.99e+07,0
1,1,27.45691,35000,1.98e+07,0,977621.1,29.45691,1.97e+07,0
1,0,25.61304,135198,2.01e+07,1,954815.4,25.61304,2.00e+07,1
1,1,34.00636,35000,1.98e+07,0,1187204,36.00636,1.98e+07,0
1,1,27.60505,200368,1.90e+07,0,1147730,29.60505,1.91e+07,0
1,1,16.25916,35000,1.96e+07,0,619293.1,18.25916,1.96e+07,0
1,1,31.9413,399221,1.95e+07,0,1485343,33.9413,1.96e+07,0
1,1,36.34986,125162,1.97e+07,1,1352358,38.34986,1.97e+07,1
1,1,34.29688,83876,1.99e+07,1,1245376,36.29688,1.99e+07,1
1,0,20.46391,74604,1.88e+07,1,729449.2,20.46391,1.88e+07,1
1,1,31.5764,35000,1.96e+07,0,1109445,33.5764,1.96e+07,0
1,0,28.65396,35000,2.00e+07,1,951926.6,28.65396,1.98e+07,1
1,1,28.58873,35000,1.95e+07,1,1013839,30.58873,1.95e+07,1
1,0,35.34283,35000,2.00e+07,0,1165971,35.34283,2.00e+07,0
1,1,34.14567,287778,1.93e+07,1,1444440,36.14567,1.93e+07,1
1,1,26.87788,141726,1.98e+07,1,1065818,28.87788,1.98e+07,1
1,0,31.3941,35000,1.93e+07,0,1039611,31.3941,1.94e+07,0
1,0,27.39748,97853,1.95e+07,0,974572.3,27.39748,1.94e+07,0
1,1,33.54017,49869,1.99e+07,1,1187155,35.54017,2.00e+07,1
1,0,27.89945,35000,1.93e+07,0,927782.5,27.89945,1.93e+07,0
1,1,28.85932,35000,1.93e+07,0,1022498,30.85932,1.92e+07,0
1,1,21.09873,101228,2.02e+07,1,840387.4,23.09873,2.03e+07,1
1,0,31.18527,35000,1.90e+07,0,1032929,31.18527,1.90e+07,0
1,1,26.27461,35000,1.93e+07,1,939787.6,28.27461,1.93e+07,1
1,1,31.90825,395850,1.93e+07,0,1480914,33.90825,1.92e+07,0
1,1,33.35549,35000,1.92e+07,1,1166376,35.35549,1.93e+07,1
1,1,24.05841,224769,1.95e+07,0,1058638,26.05841,1.96e+07,0
1,0,29.3313,34673,1.98e+07,1,973274.8,29.3313,1.97e+07,1
1,0,33.40863,290363,1.97e+07,0,1359439,33.40863,1.97e+07,0
1,0,21.8898,93902,1.97e+07,1,794375.4,21.8898,1.97e+07,1
1,0,31.1844,247281,1.96e+07,0,1245182,31.1844,1.95e+07,0
1,1,27.68257,236556,1.96e+07,0,1186398,29.68257,1.95e+07,0
1,0,32.99208,149010,1.89e+07,1,1204757,32.99208,1.89e+07,1
1,0,35.26278,35000,2.02e+07,0,1163409,35.26278,2.00e+07,0
1,0,24.04306,214174,1.93e+07,0,983552,24.04306,1.94e+07,0
1,1,28.96742,118603,2.01e+07,1,1109561,30.96742,2.01e+07,1
1,1,33.77842,35000,1.94e+07,1,1179910,35.77842,1.94e+07,1
1,1,26.32468,19134,1.92e+07,0,925523.7,28.32468,1.92e+07,0
1,0,29.67261,35000,1.94e+07,1,984523.4,29.67261,1.94e+07,1
1,1,33.31031,258846,1.96e+07,1,1388776,35.31031,1.95e+07,1
1,1,25.7477,310424,2.00e+07,0,1198351,27.7477,2.00e+07,0
1,1,42.69934,276090,1.94e+07,0,1706469,44.69934,1.95e+07,0
1,1,38.78059,154619,1.93e+07,0,1459598,40.78059,1.93e+07,0
1,1,37.85202,35000,1.91e+07,1,1310265,39.85202,1.91e+07,1
1,1,23.65993,24202,1.95e+07,0,845319.8,25.65993,1.96e+07,0
1,1,29.58096,378387,1.91e+07,0,1388978,31.58096,1.92e+07,0
1,0,36.23386,35000,2.00e+07,1,1194484,36.23386,2.02e+07,1
1,1,30.73896,35000,1.97e+07,0,1082647,32.73896,1.98e+07,0
1,1,27.08327,162468,1.94e+07,0,1093133,29.08327,1.94e+07,0
1,0,35.66807,35000,2.01e+07,1,1176378,35.66807,2.00e+07,1
1,1,35.5345,226368,1.94e+07,0,1427472,37.5345,1.94e+07,0
1,1,33.53963,149333,1.96e+07,0,1286601,35.53963,1.95e+07,0
1,1,33.52705,35000,1.95e+07,0,1171866,35.52705,1.96e+07,0
1,1,28.07738,35000,1.92e+07,0,997476,30.07738,1.92e+07,0
1,0,28.846,35000,2.01e+07,1,958071.9,28.846,2.01e+07,1
1,1,36.66324,35000,1.95e+07,1,1272224,38.66324,1.96e+07,1
1,0,26.99745,50015,1.95e+07,0,913933.4,26.99745,1.95e+07,0
1,0,25.166,15419,2.02e+07,0,820730.9,25.166,2.01e+07,0
1,1,31.67719,35000,2.01e+07,1,1112670,33.67719,2.02e+07,1
1,0,40.08235,35000,1.97e+07,0,1317635,40.08235,1.97e+07,0
1,1,28.65271,218198,1.97e+07,1,1199085,30.65271,1.97e+07,1
1,1,33.45271,35000,1.94e+07,0,1169487,35.45271,1.94e+07,0
1,0,19.11852,43834,1.98e+07,1,655626.5,19.11852,1.98e+07,1
1,1,24.60588,141643,1.90e+07,1,993031.1,26.60588,1.89e+07,1
1,1,35.13544,35000,1.93e+07,0,1223334,37.13544,1.91e+07,0
1,0,35.36415,35000,1.97e+07,1,1166653,35.36415,1.96e+07,1
1,1,28.41526,35000,1.97e+07,1,1008288,30.41526,1.97e+07,1
1,1,29.9184,92315,1.92e+07,1,1113704,31.9184,1.93e+07,1
1,1,32.5951,35000,1.93e+07,1,1142043,34.5951,1.92e+07,1
1,1,34.13055,35000,1.98e+07,1,1191178,36.13055,1.99e+07,1
1,1,30.83049,293164,1.97e+07,0,1343740,32.83049,1.97e+07,0
1,0,29.37962,135762,1.92e+07,0,1075910,29.37962,1.93e+07,0
1,1,28.90904,35000,1.92e+07,0,1024089,30.90904,1.91e+07,0
1,1,28.87748,35000,1.98e+07,0,1023079,30.87748,1.98e+07,0
1,0,22.78938,35000,1.94e+07,0,764260.1,22.78938,1.93e+07,0
1,1,30.45939,232923,1.94e+07,0,1271624,32.45939,1.94e+07,0
1,1,34.43988,35000,1.94e+07,0,1201076,36.43988,1.93e+07,0
1,1,32.25543,35000,1.96e+07,0,1131174,34.25543,1.97e+07,0
1,1,31.34904,118483,2.00e+07,0,1185652,33.34904,2.01e+07,0
1,0,37.32672,35000,1.96e+07,1,1229455,37.32672,1.96e+07,1
1,0,30.06661,35000,1.99e+07,0,997131.5,30.06661,1.98e+07,0
1,1,26.55778,139473,1.94e+07,1,1053322,28.55778,1.93e+07,1
1,1,23.72333,129180,1.93e+07,0,952326.7,25.72333,1.94e+07,0
1,1,27.08772,164541,1.96e+07,1,1095348,29.08772,1.95e+07,1
1,0,27.26292,35000,1.94e+07,0,907413.6,27.26292,1.94e+07,0
1,1,27.66694,35000,1.88e+07,0,984342.3,29.66694,1.89e+07,0
1,1,26.71626,37606,1.98e+07,0,956526.4,28.71626,1.99e+07,0
1,0,19.59604,35000,1.95e+07,0,662073.4,19.59604,1.93e+07,0
1,0,29.55516,117142,1.97e+07,0,1062907,29.55516,1.96e+07,0
1,1,15.0979,80307,1.94e+07,0,627439.7,17.0979,1.94e+07,0
1,1,33.04071,35000,1.89e+07,1,1156303,35.04071,1.89e+07,1
1,1,28.21442,35000,1.93e+07,0,1001862,30.21442,1.92e+07,0
1,1,31.82497,101264,1.90e+07,1,1183663,33.82497,1.90e+07,1
1,1,22.69638,67682,1.93e+07,1,857966.1,24.69638,1.93e+07,1
1,1,34.51666,35000,1.95e+07,1,1203533,36.51666,1.95e+07,1
1,0,20.51151,35000,1.95e+07,0,691368.4,20.51151,1.95e+07,0
1,0,30.23812,115357,1.94e+07,0,1082977,30.23812,1.94e+07,0
1,1,27.37378,38804,1.93e+07,1,978764.8,29.37378,1.92e+07,1
1,0,25.79925,127644,1.95e+07,1,953220.1,25.79925,1.95e+07,1
1,1,25.23815,35000,1.95e+07,1,906620.9,27.23815,1.95e+07,1
1,1,30.49027,117279,2.00e+07,1,1156968,32.49027,2.00e+07,1
1,0,31.32347,160274,1.95e+07,1,1162625,31.32347,1.95e+07,1
1,1,30.2676,35000,1.91e+07,1,1067563,32.2676,1.92e+07,1
1,0,21.16864,43031,1.89e+07,1,720427.5,21.16864,1.90e+07,1
1,1,29.88733,35000,1.90e+07,1,1055395,31.88733,1.90e+07,1
1,1,21.15056,110816,1.93e+07,0,851633.8,23.15056,1.93e+07,0
1,1,39.03502,35000,1.88e+07,0,1348121,41.03502,1.88e+07,0
1,1,28.13831,49713,1.95e+07,1,1014139,30.13831,1.95e+07,1
1,1,37.55665,174539,2.04e+07,0,1440352,39.55665,2.04e+07,0
1,1,25.3512,217686,1.93e+07,1,1092924,27.3512,1.93e+07,1
1,1,27.91248,58601,1.99e+07,0,1015800,29.91248,1.99e+07,0
1,0,32.6343,311841,1.92e+07,0,1356139,32.6343,1.92e+07,0
1,1,27.35991,180183,1.97e+07,0,1119700,29.35991,1.97e+07,0
1,1,25.29895,119772,1.98e+07,0,993338.4,27.29895,1.98e+07,0
1,0,42.24591,380151,1.95e+07,0,1732020,42.24591,1.94e+07,0
1,1,25.20933,30237,1.92e+07,0,900935.6,27.20933,1.93e+07,0
1,1,25.7648,136727,1.94e+07,0,1025200,27.7648,1.94e+07,0
1,1,30.55352,153005,1.96e+07,0,1194718,32.55352,1.95e+07,0
1,0,31.11339,35000,1.97e+07,0,1030629,31.11339,1.97e+07,0
1,0,25.1399,35000,1.96e+07,1,839476.9,25.1399,1.96e+07,1
1,1,31.38907,275856,1.96e+07,1,1344306,33.38907,1.95e+07,1
1,1,29.15644,35000,1.91e+07,0,1032006,31.15644,1.90e+07,0
1,1,32.15722,113441,1.96e+07,0,1206472,34.15722,1.96e+07,0
1,1,31.89369,156942,1.93e+07,1,1241540,33.89369,1.93e+07,1
1,1,38.61356,35000,1.95e+07,0,1334634,40.61356,1.95e+07,0
1,0,34.70192,316808,1.93e+07,1,1427269,34.70192,1.94e+07,1
1,0,22.82537,35000,1.90e+07,0,765411.8,22.82537,1.90e+07,0
1,1,29.00553,35000,1.96e+07,0,1027177,31.00553,1.96e+07,0
1,1,29.85011,35000,1.88e+07,0,1054204,31.85011,1.88e+07,0
1,1,30.17643,99416,1.92e+07,0,1129062,32.17643,1.90e+07,0
1,1,24.67991,35000,1.93e+07,0,888757,26.67991,1.93e+07,0
1,1,33.13696,35000,1.89e+07,1,1159383,35.13696,1.89e+07,1
1,0,31.64646,86735,1.96e+07,1,1099422,31.64646,1.97e+07,1
1,1,33.44862,430967,1.93e+07,0,1565323,35.44862,1.93e+07,0
1,0,26.54867,95557,2.00e+07,1,945114.4,26.54867,2.01e+07,1
1,1,28.39239,35000,1.93e+07,1,1007556,30.39239,1.93e+07,1
1,0,34.98884,35000,1.98e+07,0,1154643,34.98884,1.98e+07,0
1,0,29.20996,35000,1.90e+07,0,969718.8,29.20996,1.91e+07,0
1,1,29.94387,136250,1.90e+07,0,1158454,31.94387,1.90e+07,0
1,1,29.24581,144342,1.98e+07,1,1144208,31.24581,1.97e+07,1
1,1,31.96393,41268,1.88e+07,0,1128114,33.96393,1.87e+07,0
1,0,17.7228,58972,1.94e+07,0,626101.6,17.7228,1.94e+07,0
1,1,31.82922,140254,1.92e+07,1,1222789,33.82922,1.92e+07,1
1,0,30.3464,35000,1.99e+07,0,1006085,30.3464,1.99e+07,0
1,1,32.53134,396081,1.92e+07,0,1501084,34.53134,1.91e+07,0
1,1,34.01953,59766,1.95e+07,0,1212391,36.01953,1.96e+07,0
1,1,36.99076,40021,2.01e+07,0,1287726,38.99076,2.01e+07,0
1,1,31.87425,35000,1.99e+07,1,1118976,33.87425,1.98e+07,1
1,0,36.4502,35000,1.94e+07,0,1201406,36.4502,1.94e+07,0
1,0,25.14043,35000,1.98e+07,1,839493.9,25.14043,1.99e+07,1
1,1,30.33585,35000,1.91e+07,0,1069747,32.33585,1.90e+07,0
1,0,35.81589,108432,1.92e+07,1,1254541,35.81589,1.92e+07,1
1,1,23.70264,199328,1.94e+07,1,1021812,25.70264,1.93e+07,1
1,1,24.82681,35000,1.93e+07,0,893458,26.82681,1.94e+07,0
1,1,35.80014,-1.75e+17,1.95e+07,0,0,37.80014,1.96e+07,0
1,0,23.9839,35000,1.88e+07,0,802484.8,23.9839,1.89e+07,0
1,1,31.66076,35000,1.98e+07,0,1112144,33.66076,1.97e+07,0
1,1,24.36985,35000,1.97e+07,1,878835.1,26.36985,1.97e+07,1
1,1,23.79252,35000,1.90e+07,1,860360.6,25.79252,1.90e+07,1
1,0,25.07457,91327,1.93e+07,0,893713.4,25.07457,1.94e+07,0
1,1,26.09031,182537,1.93e+07,0,1081427,28.09031,1.94e+07,0
1,1,32.46904,93423,1.94e+07,0,1196432,34.46904,1.93e+07,0
1,0,32.86903,203040,1.93e+07,0,1254849,32.86903,1.94e+07,0
1,0,34.54971,325774,1.98e+07,0,1431365,34.54971,1.97e+07,0
1,1,35.35975,223961,1.95e+07,0,1419473,37.35975,1.95e+07,0
1,1,31.43358,111914,1.98e+07,0,1181789,33.43358,1.99e+07,0
1,1,25.27426,113171,1.98e+07,0,985947.3,27.27426,1.98e+07,0
1,1,29.3958,34881,1.91e+07,0,1039547,31.3958,1.91e+07,0
1,1,25.944,35000,1.97e+07,0,929208,27.944,1.96e+07,0
1,1,29.264,35000,1.92e+07,0,1035448,31.264,1.91e+07,0
1,1,31.19469,152538,1.95e+07,1,1214768,33.19469,1.96e+07,1
1,0,33.01744,35000,1.97e+07,0,1091558,33.01744,1.98e+07,0
1,0,36.47174,35000,1.94e+07,0,1202096,36.47174,1.94e+07,0
1,0,33.84251,35000,1.91e+07,1,1117960,33.84251,1.91e+07,1
1,1,27.25394,125859,1.95e+07,0,1061985,29.25394,1.94e+07,0
1,1,34.82041,35000,1.92e+07,0,1213253,36.82041,1.93e+07,0
1,0,20.53626,28140,1.95e+07,0,685300.4,20.53626,1.95e+07,0
1,1,40.61494,90460,2.02e+07,0,1454138,42.61494,2.01e+07,0
1,1,30.81754,151720,1.94e+07,0,1201881,32.81754,1.94e+07,0
1,0,29.33951,184076,1.97e+07,1,1122940,29.33951,1.97e+07,1
1,1,43.68399,40934,1.98e+07,1,1502822,45.68399,1.99e+07,1
1,0,30.77683,20261,1.91e+07,0,1005120,30.77683,1.90e+07,0
1,1,33.44405,81091,1.97e+07,0,1215301,35.44405,1.97e+07,0
1,1,28.65642,35000,1.97e+07,0,1016006,30.65642,1.96e+07,0
1,1,26.7431,35000,1.93e+07,0,954779.2,28.7431,1.94e+07,0
1,1,31.18555,35000,1.93e+07,0,1096938,33.18555,1.93e+07,0
